TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TimeSinceLastTransaction,TransactionHour,TransactionWeekday,IsNightTransaction,HighTransactionAmount,HighLoginAttempts,LowAccountBalance,TransactionAmountToBalanceRatio,is_fraud_predicted
TX000011,AC00150,17.78,2023-03-14 16:46:10,0,0,D000205,213.15.9.253,M073,2,52,1,59,1,7599.52,2024-11-04 08:06:45,-51895235.0,16,1,0,0,0,0,0.002339313625909806,0
TX000012,AC00459,190.02,2023-02-06 17:30:00,1,22,D000589,116.175.11.222,M030,2,21,3,173,1,1528.81,2024-11-04 08:07:12,-55003032.0,17,0,0,0,0,0,0.1242115033893098,0
TX000013,AC00392,494.52,2023-06-07 17:21:28,0,23,D000032,210.98.198.143,M057,1,24,3,111,1,1620.02,2024-11-04 08:08:38,-44549230.0,17,2,0,0,0,0,0.3050671799237517,0
TX000014,AC00264,781.76,2023-11-20 16:39:15,1,22,D000054,193.83.0.183,M025,0,26,3,123,1,189.69,2024-11-04 08:07:06,-30209271.0,16,0,0,0,0,0,4.0996381561697,0
TX000015,AC00085,166.99,2023-02-13 16:53:57,1,21,D000309,188.124.181.12,M017,2,18,3,134,1,299.93,2024-11-04 08:10:09,-54400572.0,16,0,0,0,0,0,0.5549131027149171,0
TX000016,AC00270,465.45,2023-12-12 16:23:31,1,10,D000466,221.169.49.152,M025,0,36,1,129,1,3465.54,2024-11-04 08:12:19,-28309728.0,16,1,0,0,0,0,0.13426932907163916,0
TX000017,AC00317,555.8,2023-10-30 16:52:49,0,2,D000671,53.218.177.171,M048,1,19,3,158,1,1131.26,2024-11-04 08:07:35,-32022886.0,16,0,0,0,0,0,0.49087665377210177,0
TX000018,AC00359,492.93,2023-12-14 18:32:14,1,8,D000432,114.223.129.47,M059,2,39,1,234,1,5109.97,2024-11-04 08:11:51,-28129177.0,18,3,0,0,0,0,0.0964454888211044,0
TX000019,AC00242,18.68,2023-02-21 16:56:50,0,0,D000530,93.218.115.132,M054,1,59,2,106,1,7948.37,2024-11-04 08:12:01,-53709311.0,16,1,0,0,0,0,0.0023498717508431484,0
TX000020,AC00285,71.48,2023-06-08 18:18:50,0,8,D000039,120.170.93.69,M039,2,18,3,169,1,6568.59,2024-11-04 08:09:20,-44459430.0,18,3,0,0,0,0,0.01088043546096484,0
TX000021,AC00002,59.32,2023-02-28 16:36:58,1,20,D000152,116.44.12.250,M040,1,71,2,38,1,5750.89,2024-11-04 08:09:24,-53105546.0,16,1,0,0,0,0,0.010313131857528569,0
TX000022,AC00014,85.77,2023-08-11 18:31:31,1,19,D000268,59.132.247.252,M065,1,38,0,93,1,9146.19,2024-11-04 08:08:13,-38929002.0,18,4,0,0,0,0,0.009376650096915008,0
TX000023,AC00095,52.2,2023-06-06 18:54:15,1,1,D000142,133.63.96.21,M022,2,39,1,120,1,8974.93,2024-11-04 08:07:01,-44629966.0,18,1,0,0,0,0,0.005815553374413571,0
TX000024,AC00453,345.84,2023-05-02 18:25:46,1,13,D000162,191.82.103.198,M083,2,22,3,142,3,1402.5,2024-11-04 08:07:04,-47655678.0,18,1,0,0,0,0,0.24641254007837546,0
TX000025,AC00241,145.54,2023-03-02 16:43:56,1,33,D000036,119.186.154.104,M028,2,21,3,96,1,1930.96,2024-11-04 08:07:09,-52932193.0,16,3,0,0,0,0,0.07533282262572724,0
TX000026,AC00041,7.49,2023-10-20 17:53:13,0,15,D000671,81.248.235.147,M043,2,65,2,276,1,3634.67,2024-11-04 08:09:44,-32883391.0,17,4,0,0,0,0,0.002060142972271961,0
TX000027,AC00441,246.93,2023-04-17 16:37:01,1,24,D000046,55.154.161.250,M029,0,23,3,158,5,673.35,2024-11-04 08:11:38,-48958477.0,16,0,0,0,1,0,0.36617483502632164,0
TX000028,AC00057,40.32,2023-03-29 16:42:38,1,25,D000310,21.28.32.1,M008,1,37,1,95,1,2686.52,2024-11-04 08:11:59,-50599761.0,16,2,0,0,0,0,0.015002679049830327,0
TX000029,AC00390,127.45,2023-01-24 16:18:32,1,19,D000232,152.234.65.155,M092,2,44,0,197,1,1772.06,2024-11-04 08:11:22,-56130770.0,16,1,0,0,0,0,0.07188138021273956,0
TX000030,AC00313,56.17,2023-09-20 16:55:42,1,11,D000297,33.28.138.82,M043,1,27,3,283,1,1351.69,2024-11-04 08:08:30,-35478768.0,16,2,0,0,0,0,0.04152466566619107,0
TX000031,AC00367,28.31,2023-07-17 17:49:22,0,24,D000587,35.67.21.23,M091,2,59,0,20,1,8334.47,2024-11-04 08:09:17,-41091595.0,17,0,0,0,0,0,0.0033963291811979408,0
TX000032,AC00291,59.12,2023-02-06 16:24:24,1,3,D000282,187.199.178.27,M053,0,29,0,257,1,9823.64,2024-11-04 08:06:58,-55006954.0,16,0,0,0,0,0,0.006017523288385122,0
TX000033,AC00060,396.45,2023-09-25 16:26:00,1,27,D000621,133.67.250.163,M007,0,49,1,168,3,9690.15,2024-11-04 08:11:13,-35048713.0,16,0,0,0,0,0,0.04090845771657647,0
TX000034,AC00359,877.81,2023-03-13 17:23:24,1,20,D000111,134.140.85.231,M094,2,22,3,150,1,399.0,2024-11-04 08:07:50,-51979466.0,17,0,0,0,0,0,2.194525,0
TX000035,AC00365,255.26,2023-10-27 16:42:49,0,37,D000357,92.214.76.157,M002,1,45,0,50,1,14815.87,2024-11-04 08:10:51,-32282882.0,16,4,0,0,0,0,0.017227660092853616,0
TX000036,AC00267,124.76,2023-10-16 16:32:56,1,39,D000042,59.145.242.13,M002,1,49,1,45,1,5764.72,2024-11-04 08:06:23,-33233607.0,16,0,0,0,0,0,0.021638234253484386,0
TX000037,AC00404,78.13,2023-11-21 16:58:44,1,25,D000250,33.28.138.82,M028,1,26,3,145,1,900.61,2024-11-04 08:12:18,-30122014.0,16,1,0,0,0,0,0.08665609298920819,0
TX000038,AC00202,649.28,2023-03-02 17:53:32,1,38,D000448,73.108.76.238,M074,0,75,2,137,1,4875.86,2024-11-04 08:11:15,-52928263.0,17,3,0,0,0,0,0.13313484496171718,0
TX000039,AC00478,795.31,2023-10-12 17:07:40,1,23,D000077,49.29.37.185,M048,0,66,0,90,2,7914.88,2024-11-04 08:11:17,-33577417.0,17,3,0,0,0,0,0.10047019409086544,0
TX000040,AC00405,335.63,2023-01-24 17:17:20,1,28,D000038,49.20.211.229,M040,2,55,2,216,1,1019.39,2024-11-04 08:07:32,-56127012.0,17,1,0,0,0,0,0.32892325483393603,0
TX000041,AC00421,328.47,2023-07-31 18:39:50,1,35,D000557,6.234.101.35,M014,0,63,2,119,1,4323.66,2024-11-04 08:07:31,-39878861.0,18,0,0,0,0,0,0.07595279166454705,0
TX000042,AC00480,34.02,2023-01-09 16:13:21,1,30,D000627,109.105.179.186,M046,2,38,0,19,1,14214.48,2024-11-04 08:11:45,-57427104.0,16,0,0,0,0,0,0.002393165760143168,0
TX000043,AC00120,241.42,2023-04-20 18:57:43,0,5,D000198,60.89.202.192,M044,2,57,0,116,1,13357.02,2024-11-04 08:09:03,-48690680.0,18,3,0,0,0,0,0.018073037770567794,0
TX000044,AC00117,55.32,2023-04-12 16:03:37,1,40,D000197,173.135.78.201,M009,0,19,3,117,1,241.79,2024-11-04 08:08:03,-49392266.0,16,2,0,0,0,0,0.22785122945755593,0
TX000045,AC00011,304.31,2023-07-26 16:52:28,1,21,D000685,77.208.193.198,M005,1,27,3,33,1,868.61,2024-11-04 08:09:53,-40317445.0,16,2,0,0,0,0,0.3499384781683743,0
TX000046,AC00401,435.27,2023-10-04 17:49:29,1,6,D000297,197.162.55.147,M051,1,74,2,90,1,4673.28,2024-11-04 08:11:12,-34266103.0,17,2,0,0,0,0,0.09312022386335436,0
TX000047,AC00282,164.49,2023-12-13 16:01:38,1,3,D000103,113.115.81.178,M070,1,26,3,75,1,1509.27,2024-11-04 08:10:33,-28224535.0,16,2,0,0,0,0,0.10891430009203654,0
TX000048,AC00439,510.24,2023-10-09 16:29:40,1,28,D000397,186.135.2.148,M090,2,19,3,105,1,781.7,2024-11-04 08:11:35,-33838915.0,16,0,0,0,0,0,0.651897278650824,0
TX000049,AC00296,626.9,2023-11-27 16:45:57,1,10,D000284,93.146.251.20,M023,2,26,3,138,1,265.51,2024-11-04 08:07:24,-29604087.0,16,0,0,0,0,0,2.3522569509586884,0
TX000050,AC00471,22.01,2023-03-27 16:45:18,0,34,D000304,124.6.134.78,M055,2,41,1,175,1,1335.09,2024-11-04 08:06:31,-50772073.0,16,0,0,0,0,0,0.016473441160400875,0
TX000051,AC00159,425.34,2023-02-13 16:59:39,0,18,D000661,139.23.212.102,M040,2,69,2,121,1,3907.54,2024-11-04 08:07:07,-54400048.0,16,0,0,0,0,0,0.10882324346175298,0
TX000052,AC00482,424.56,2023-02-21 17:45:55,1,29,D000598,179.43.245.131,M015,2,51,1,264,1,5183.85,2024-11-04 08:09:02,-53706187.0,17,1,0,0,0,0,0.08188472183380426,0
TX000053,AC00115,85.43,2023-06-07 16:45:34,1,41,D000235,194.174.252.1,M078,1,67,0,145,1,14904.9,2024-11-04 08:06:45,-44551271.0,16,2,0,0,0,0,0.005731287610946002,0
TX000054,AC00055,169.5,2023-09-07 16:51:27,1,36,D000442,42.219.228.159,M036,1,28,3,142,1,918.88,2024-11-04 08:08:58,-36602251.0,16,3,0,0,0,0,0.18426316476062096,0
TX000055,AC00419,104.63,2023-03-29 17:47:16,1,29,D000642,186.135.2.148,M095,0,62,2,90,1,4477.78,2024-11-04 08:10:42,-50595806.0,17,2,0,0,0,0,0.02336127248938327,0
TX000056,AC00374,316.95,2023-08-04 17:53:40,1,23,D000013,81.102.230.41,M052,1,25,3,83,1,1324.03,2024-11-04 08:09:15,-39536135.0,17,4,0,0,0,0,0.23920213127249948,0
TX000057,AC00271,60.54,2023-12-14 17:52:37,0,8,D000462,1.198.76.182,M095,1,57,2,52,1,3534.93,2024-11-04 08:09:57,-28131440.0,17,3,0,0,0,0,0.01712137966532143,0
TX000058,AC00456,292.56,2023-03-03 17:37:41,0,9,D000311,198.73.211.114,M075,1,68,2,61,1,4638.37,2024-11-04 08:07:49,-52842608.0,17,4,0,0,0,0,0.06306028620265251,0
TX000059,AC00143,386.52,2023-06-09 16:18:15,1,16,D000145,186.54.68.246,M064,1,48,1,28,1,5630.61,2024-11-04 08:07:09,-44380134.0,16,4,0,0,0,0,0.068634014074128,0
TX000060,AC00427,112.07,2023-10-02 16:35:22,1,18,D000089,198.166.198.233,M064,1,23,3,51,1,930.3,2024-11-04 08:11:37,-34443375.0,16,0,0,0,0,0,0.12033716310533663,0
TX000061,AC00438,568.52,2023-10-06 18:44:37,1,16,D000233,27.143.109.203,M094,0,46,1,152,1,5499.91,2024-11-04 08:06:25,-34089708.0,18,4,0,0,0,0,0.1033501729713811,0
TX000062,AC00002,263.99,2023-05-16 16:07:30,1,9,D000285,7.146.35.122,M087,1,79,2,227,2,4175.02,2024-11-04 08:11:03,-46454613.0,16,1,0,0,0,0,0.06321569341143002,0
TX000063,AC00425,349.64,2023-11-07 16:48:23,1,19,D000516,9.230.41.239,M097,2,48,1,226,1,6651.62,2024-11-04 08:08:09,-31331986.0,16,1,0,0,0,0,0.052556737044953714,0
TX000064,AC00325,601.4,2023-05-30 17:43:25,0,30,D000548,125.225.212.244,M001,1,56,1,104,1,8458.29,2024-11-04 08:08:01,-45239076.0,17,1,0,0,0,0,0.07109343691964691,0
TX000065,AC00434,5.77,2023-11-02 16:01:40,1,5,D000461,155.164.18.235,M071,2,50,0,124,1,13988.12,2024-11-04 08:11:32,-31766992.0,16,3,0,0,0,0,0.0004124634001280995,0
TX000066,AC00242,201.33,2023-03-29 17:00:31,0,26,D000098,145.246.171.225,M003,1,42,1,186,1,2585.07,2024-11-04 08:11:41,-50598670.0,17,2,0,0,0,0,0.07785172095109567,0
TX000067,AC00319,298.42,2023-04-25 16:11:24,1,16,D000435,92.214.76.157,M005,1,56,2,225,1,3014.75,2024-11-04 08:10:12,-48268728.0,16,1,0,0,0,0,0.09895382574815552,0
TX000068,AC00460,521.06,2023-04-18 18:40:47,1,0,D000305,131.41.45.13,M063,1,25,3,128,1,1951.42,2024-11-04 08:12:10,-48864683.0,18,1,0,0,0,0,0.26687905266284917,0
TX000069,AC00461,117.28,2023-02-09 16:34:53,0,2,D000128,46.150.175.171,M057,2,60,1,16,1,3665.77,2024-11-04 08:07:11,-54747138.0,16,3,0,0,0,0,0.03198455316259269,0
TX000070,AC00395,189.12,2023-11-13 16:42:28,0,16,D000684,125.89.163.224,M040,1,32,1,103,1,977.01,2024-11-04 08:08:42,-30813974.0,16,0,0,0,0,0,0.1933722559074038,0
TX000071,AC00217,133.55,2023-07-18 16:12:00,1,1,D000201,40.226.196.34,M091,0,44,1,220,1,3846.28,2024-11-04 08:10:18,-41011098.0,16,1,0,0,0,0,0.03471283608159531,0
TX000072,AC00053,143.21,2023-01-13 17:00:16,1,9,D000410,65.164.3.100,M066,2,35,1,135,1,6374.82,2024-11-04 08:09:26,-57078550.0,17,4,0,0,0,0,0.02246142456970241,0
TX000073,AC00282,24.77,2023-07-04 18:20:33,1,4,D000180,9.230.41.239,M070,0,62,2,55,1,5866.01,2024-11-04 08:12:15,-42213102.0,18,1,0,0,0,0,0.004221912013103778,0
TX000074,AC00110,233.92,2023-10-20 16:54:28,0,17,D000295,152.140.239.181,M046,2,26,3,280,1,6537.62,2024-11-04 08:08:45,-32886857.0,16,4,0,0,0,0,0.03577513297913015,0
TX000075,AC00265,1212.51,2023-10-04 16:36:29,1,16,D000231,193.83.0.183,M036,1,20,3,24,1,605.95,2024-11-04 08:06:51,-34270222.0,16,2,0,1,0,0,1.9977098607793062,1
TX000076,AC00239,232.12,2023-12-28 17:31:03,1,29,D000073,156.173.170.140,M066,0,37,1,51,1,6689.87,2024-11-04 08:09:17,-26923094.0,17,3,0,0,0,0,0.03469205051062119,0
TX000077,AC00007,162.63,2023-06-12 17:53:52,1,18,D000070,60.153.124.80,M060,2,22,3,113,1,634.17,2024-11-04 08:08:22,-44115270.0,17,0,0,0,0,0,0.2560416896263992,0
TX000078,AC00022,91.53,2023-03-13 16:32:12,1,25,D000363,94.37.250.128,M095,1,44,0,69,1,14676.05,2024-11-04 08:11:36,-51982764.0,16,0,0,0,0,0,0.006236266824736579,0
TX000079,AC00464,120.29,2023-12-18 18:46:27,1,24,D000561,162.198.218.92,M045,1,19,3,77,1,1362.39,2024-11-04 08:06:50,-27782423.0,18,0,0,0,0,0,0.08822860663493204,0
TX000080,AC00014,174.25,2023-07-17 18:54:31,1,39,D000375,130.92.201.49,M032,2,50,0,67,1,10528.34,2024-11-04 08:10:29,-41087758.0,18,0,0,0,0,0,0.016548995473600434,0
TX000081,AC00406,183.71,2023-06-19 18:22:10,1,10,D000488,86.103.2.29,M074,0,38,1,102,1,552.52,2024-11-04 08:09:51,-43508861.0,18,0,0,0,0,0,0.33189405983523634,0
TX000082,AC00445,345.39,2023-10-23 17:13:57,0,31,D000097,131.41.45.13,M081,2,58,1,80,1,6451.96,2024-11-04 08:08:16,-32626459.0,17,0,0,0,0,0,0.05352427413156133,0
TX000083,AC00236,922.55,2023-01-23 16:32:48,1,11,D000206,21.97.154.92,M004,0,63,2,87,1,4715.84,2024-11-04 08:11:07,-56216299.0,16,0,0,1,0,0,0.19558645194664223,0
TX000084,AC00220,259.91,2023-11-06 16:34:10,1,10,D000616,36.13.239.172,M028,2,49,0,170,1,7176.86,2024-11-04 08:09:38,-31419328.0,16,0,0,0,0,0,0.03620995672804987,0
TX000085,AC00140,154.71,2023-07-03 16:40:24,1,36,D000494,167.104.180.235,M030,2,34,0,157,1,1523.72,2024-11-04 08:09:42,-42305358.0,16,0,0,0,0,0,0.10146781048323628,0
TX000086,AC00098,1340.19,2023-09-29 17:22:10,0,2,D000574,165.114.224.47,M012,2,54,1,30,1,8654.28,2024-11-04 08:06:53,-34699483.0,17,4,0,1,0,0,0.154840744609071,0
TX000087,AC00303,24.56,2023-10-20 17:27:35,1,23,D000428,16.131.3.140,M033,1,64,0,69,1,9869.93,2024-11-04 08:12:05,-32885070.0,17,4,0,0,0,0,0.002488114088540796,0
TX000088,AC00373,568.07,2023-08-28 17:03:53,1,42,D000018,8.243.4.138,M054,0,48,0,115,1,10556.81,2024-11-04 08:07:32,-37465419.0,17,0,0,0,0,0,0.05380566613720081,0
TX000089,AC00438,9.61,2023-06-22 18:37:29,0,36,D000453,132.127.5.187,M043,2,58,0,179,1,12883.91,2024-11-04 08:09:10,-43248701.0,18,3,0,0,0,0,0.0007458336922803496,0
TX000090,AC00437,392.96,2023-11-20 16:28:09,1,18,D000141,186.54.68.246,M022,2,24,3,100,1,791.65,2024-11-04 08:08:38,-30210029.0,16,0,0,0,0,0,0.49575474673563363,0
TX000091,AC00106,716.93,2023-09-14 16:49:33,0,25,D000322,101.223.82.253,M052,2,60,2,34,1,4064.02,2024-11-04 08:08:12,-35997519.0,16,3,0,0,0,0,0.17636567593763375,0
TX000092,AC00310,223.85,2023-10-02 16:36:10,1,18,D000481,133.223.159.151,M009,0,53,1,55,4,2929.91,2024-11-04 08:08:01,-34443111.0,16,0,0,0,1,0,0.07637559665769335,0
TX000093,AC00149,230.66,2023-03-27 18:16:04,1,15,D000526,60.43.160.195,M049,1,21,3,135,1,618.05,2024-11-04 08:10:44,-50766880.0,18,0,0,0,0,0,0.37260318229545275,0
TX000094,AC00373,442.12,2023-12-21 16:37:03,1,20,D000645,168.36.49.167,M047,2,19,3,260,1,1375.8,2024-11-04 08:08:21,-27531078.0,16,3,0,0,0,0,0.32112144102266127,0
TX000095,AC00425,644.17,2023-03-02 16:05:09,1,35,D000178,165.38.56.205,M093,0,29,1,72,1,1143.52,2024-11-04 08:08:04,-52934575.0,16,3,0,0,0,0,0.5628298325935763,0
TX000096,AC00010,508.68,2023-06-26 16:16:50,0,23,D000622,193.108.17.115,M048,1,51,1,127,1,7708.41,2024-11-04 08:09:32,-42911562.0,16,0,0,0,0,0,0.06598170287998693,0
TX000097,AC00348,858.63,2023-04-18 17:27:23,0,37,D000019,175.230.206.232,M002,1,27,3,185,1,1872.96,2024-11-04 08:10:47,-48869004.0,17,1,0,0,0,0,0.45819014279920595,0
TX000098,AC00011,25.36,2023-07-17 17:08:24,1,21,D000192,62.152.134.92,M007,0,57,1,78,1,201.04,2024-11-04 08:11:05,-41094161.0,17,0,0,0,0,0,0.1255196990694912,0
TX000099,AC00453,147.62,2023-09-01 17:26:02,1,5,D000093,149.84.108.18,M028,1,71,2,133,1,2115.8,2024-11-04 08:07:22,-37118480.0,17,4,0,0,0,0,0.06973733938019652,0
TX000100,AC00178,115.02,2023-09-11 16:19:04,1,35,D000528,134.222.122.238,M004,1,37,0,175,1,7643.66,2024-11-04 08:08:38,-36258574.0,16,0,0,0,0,0,0.015045796673756582,0
TX000101,AC00265,383.37,2023-01-24 17:23:56,1,13,D000321,18.72.115.111,M066,1,30,1,24,1,8901.93,2024-11-04 08:11:07,-56126831.0,17,1,0,0,0,0,0.04306110460264205,0
TX000102,AC00018,98.54,2023-08-11 16:18:46,0,12,D000528,34.125.226.63,M095,2,20,3,167,1,9383.43,2024-11-04 08:10:02,-38937076.0,16,4,0,0,0,0,0.010500371359794895,0
TX000103,AC00075,83.24,2023-10-16 18:35:11,0,13,D000607,21.28.32.1,M009,1,55,0,164,1,1181.31,2024-11-04 08:10:52,-33226541.0,18,0,0,0,0,0,0.07040454703081256,0
TX000104,AC00464,196.16,2023-02-24 16:29:23,1,41,D000164,204.34.243.93,M099,1,27,1,146,1,9418.86,2024-11-04 08:08:32,-53451549.0,16,4,0,0,0,0,0.020824088680723492,0
TX000105,AC00170,129.94,2023-01-02 16:36:02,1,19,D000647,111.226.226.202,M045,0,32,1,235,1,7954.92,2024-11-04 08:06:35,-58030233.0,16,0,0,0,0,0,0.016332492031091314,0
TX000106,AC00235,306.9,2023-11-30 16:31:03,1,7,D000078,96.115.67.230,M047,2,46,1,51,1,9418.08,2024-11-04 08:10:48,-29345985.0,16,3,0,0,0,0,0.03258280001868547,0
TX000107,AC00013,114.98,2023-11-01 16:52:01,1,39,D000182,115.218.48.83,M032,2,59,2,80,1,6144.68,2024-11-04 08:09:24,-31850243.0,16,2,0,0,0,0,0.018709076945106155,0
TX000108,AC00397,756.59,2023-03-06 16:47:02,1,34,D000028,174.61.77.54,M012,1,27,3,17,1,420.65,2024-11-04 08:11:40,-52586678.0,16,0,0,0,0,0,1.7943555081228508,0
TX000109,AC00423,503.76,2023-11-27 18:32:49,1,20,D000518,216.151.64.40,M083,2,22,3,35,1,447.82,2024-11-04 08:09:22,-29597793.0,18,0,0,0,0,0,1.1224098747827638,0
TX000110,AC00154,143.03,2023-07-31 16:37:46,1,35,D000469,197.162.55.147,M055,0,63,2,147,1,7981.45,2024-11-04 08:10:42,-39886376.0,16,0,0,0,0,0,0.017918057739165296,0
TX000111,AC00068,1045.22,2023-11-22 16:13:39,1,8,D000400,77.7.223.184,M077,0,53,2,73,1,1829.9,2024-11-04 08:07:35,-30038036.0,16,2,0,1,0,0,0.5708777104156426,0
TX000112,AC00318,245.54,2023-03-21 16:29:31,1,27,D000536,44.197.126.59,M089,0,25,3,180,1,985.06,2024-11-04 08:10:26,-51291655.0,16,1,0,0,0,0,0.24901121635600268,0
TX000113,AC00396,254.37,2023-04-20 18:26:50,0,9,D000477,143.212.47.226,M012,2,51,1,174,1,8849.26,2024-11-04 08:06:56,-48692406.0,18,3,0,0,0,0,0.02874152849746787,0
TX000114,AC00121,213.76,2023-03-01 17:52:14,0,9,D000574,51.250.122.123,M009,0,78,2,282,1,3528.72,2024-11-04 08:09:36,-53014642.0,17,2,0,0,0,0,0.06056004442278708,0
TX000115,AC00336,327.86,2023-02-10 16:52:48,1,14,D000655,188.124.181.12,M051,2,40,1,104,1,480.16,2024-11-04 08:06:30,-54659622.0,16,4,0,0,0,0,0.6813949621747444,0
TX000116,AC00468,2.5,2023-07-21 16:43:11,1,36,D000673,44.73.3.217,M042,2,47,0,107,1,12145.27,2024-11-04 08:09:53,-40750002.0,16,4,0,0,0,0,0.00020582450414818705,0
TX000117,AC00282,300.08,2023-10-09 17:02:43,0,2,D000266,85.240.254.83,M040,2,68,0,47,1,13546.75,2024-11-04 08:12:18,-33836975.0,17,0,0,0,0,0,0.022149803472901405,0
TX000118,AC00498,56.98,2024-01-01 16:34:10,0,28,D000256,101.90.40.193,M086,0,43,1,122,2,5688.37,2024-11-04 08:07:42,-26580812.0,16,0,0,0,0,0,0.010015168639058455,0
TX000119,AC00085,407.65,2023-07-07 16:11:38,1,4,D000544,98.255.160.110,M041,2,26,1,62,1,8346.64,2024-11-04 08:06:30,-41961292.0,16,4,0,0,0,0,0.04883416151151703,0
TX000120,AC00092,115.83,2023-05-22 17:09:52,1,14,D000663,124.6.134.78,M086,1,39,1,167,1,6481.04,2024-11-04 08:10:02,-45932410.0,17,0,0,0,0,0,0.01786937445618972,0
TX000121,AC00295,53.57,2023-08-16 16:17:12,1,15,D000489,45.64.74.86,M025,0,69,2,121,1,1651.33,2024-11-04 08:08:43,-38505091.0,16,2,0,0,0,0,0.03242088444802189,0
TX000122,AC00358,63.34,2023-11-17 16:02:02,0,11,D000434,69.82.61.135,M028,2,46,0,165,1,11174.94,2024-11-04 08:10:13,-30470891.0,16,4,0,0,0,0,0.005667532216529437,0
TX000123,AC00311,317.87,2023-05-22 17:29:35,1,11,D000314,79.227.202.117,M076,2,27,3,91,1,145.5,2024-11-04 08:11:32,-45931317.0,17,0,0,0,0,0,2.169761092150171,0
TX000124,AC00066,331.65,2023-08-25 17:26:07,1,32,D000037,26.240.219.199,M006,2,41,1,61,1,4172.57,2024-11-04 08:11:00,-37723493.0,17,4,0,0,0,0,0.07946434347572941,0
TX000125,AC00340,5.04,2023-11-27 16:38:34,1,42,D000021,63.67.150.226,M001,0,56,2,41,1,5558.36,2024-11-04 08:10:48,-29604734.0,16,0,0,0,0,0,0.0009065791745812468,0
TX000126,AC00284,214.54,2023-08-04 17:46:44,0,11,D000112,195.226.203.234,M026,2,70,0,247,1,11151.53,2024-11-04 08:11:56,-39536712.0,17,4,0,0,0,0,0.019236890642751015,0
TX000127,AC00208,598.81,2023-09-04 16:48:35,1,30,D000042,92.214.76.157,M081,1,57,0,158,1,1415.52,2024-11-04 08:10:13,-36861698.0,16,0,0,0,0,0,0.42273317708186253,0
TX000128,AC00176,841.28,2023-08-09 17:34:26,1,40,D000276,101.223.82.253,M083,2,26,3,80,1,1103.64,2024-11-04 08:09:58,-39105332.0,17,2,0,0,0,0,0.761587485515643,0
TX000129,AC00053,38.15,2023-09-07 16:07:40,1,23,D000687,77.21.150.75,M005,2,26,3,108,1,303.68,2024-11-04 08:07:42,-36604802.0,16,3,0,0,0,0,0.12521333858474465,0
TX000130,AC00320,1036.66,2023-07-11 16:39:53,1,35,D000015,53.218.177.171,M062,1,58,0,144,1,5541.57,2024-11-04 08:09:24,-41614171.0,16,1,0,1,0,0,0.18703597789473117,0
TX000131,AC00382,124.72,2023-07-03 17:14:07,1,28,D000118,147.234.20.46,M004,1,33,1,105,1,6309.8,2024-11-04 08:07:25,-42303198.0,17,0,0,0,0,0,0.019762946060721303,0
